GUIDELINE	YEAR	STRAIN	REFERENCE_TABLE	WHONET_ORG_CODE	ANTIBIOTIC	ABX_TEST	WHONET_ABX_CODE	METHOD	GUIDELINES	MEDIUM	MINIMUM	MAXIMUM	DATE_ENTERED	DATE_MODIFIED	COMMENTS
CLSI	2017	atcc27853	Table 4A	pae	Polymyxin B	POL_ND300	POL	Disk	CLSI	MH	14	18	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Polymixin B	POL_NM	POL	MIC	CLSI	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Polymixin B/Polysorbate	POP_NM	POP	MIC	CLSI	MH	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Polymixin B/Polysorbate	POP_NM	POP	MIC	CLSI	MH	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Vet	sau	Pirlimycin	PRL_ND2	PRL	Disk	CLSI	MH	20	25	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Cefprozil	PRO_ND30	PRO	Disk	CLSI	MH	21	27	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Cefprozil	PRO_NM	PRO	MIC	CLSI	MH	1	4	2021-01-01	2021-01-01	
CLSI	2017	atcc49766	Table 4B	hin	Cefprozil	PRO_ND30	PRO	Disk	CLSI	HTM	20	27	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Cefprozil	PRO_ND30	PRO	Disk	CLSI	MH	27	33	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Cefprozil	PRO_NM	PRO	MIC	CLSI	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Cefprozil	PRO_NM	PRO	MIC	CLSI	MHB	0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Ulifloxacin (prulifloxacin)	PRU_ND5	PRU	Disk	CLSI	MH	32	38	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Vet	eco	Ulifloxacin (prulifloxacin)	PRU_ND5	PRU	Disk	CLSI	MH	32	38	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Ulifloxacin (prulifloxacin)	PRU_NM	PRU	MIC	CLSI	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 4A	pae	Ulifloxacin (prulifloxacin)	PRU_ND5	PRU	Disk	CLSI	MH	27	33	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Ulifloxacin (prulifloxacin)	PRU_NM	PRU	MIC	CLSI	MH	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Ulifloxacin (prulifloxacin)	PRU_ND5	PRU	Disk	CLSI	MH	20	26	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Quinupristin/Dalfopristin	QDA_NM	QDA	MIC	CLSI	MH	2	8	2021-01-01	2021-01-01	
EUCST	2017	atcc29213	Table 3	sau	Quinupristin-dalfopristin	QDA_EM	QDA	MIC	EUCAST	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Quinupristin/Dalfopristin	QDA_ND15	QDA	Disk	CLSI	HTM	15	21	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5B	hin	Quinupristin/Dalfopristin	QDA_NM	QDA	MIC	CLSI	HTM	2	8	2021-01-01	2021-01-01	
EUCST	2017	atcc29213	Table 3	sau	Quinupristin-dalfopristin	QDA_ED15	QDA	Disk	EUCAST	MH	21	27	2021-01-01	2021-01-01	
EUCST	2017	atcc29212	Table 4	efa	Quinupristin-dalfopristin	QDA_ED15	QDA	Disk	EUCAST	MH	11	17	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Quinupristin/Dalfopristin	QDA_ND15	QDA	Disk	CLSI	MH	21	28	2021-01-01	2021-01-01	
EUCST	2017	atcc29212	Table 4	efa	Quinupristin-dalfopristin	QDA_EM	QDA	MIC	EUCAST	MH	2	8	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Quinupristin/Dalfopristin	QDA_NM	QDA	MIC	CLSI	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Quinupristin/Dalfopristin	QDA_ND15	QDA	Disk	CLSI	MHB	19	24	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Quinupristin/Dalfopristin	QDA_NM	QDA	MIC	CLSI	MHB	0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc700057	Table 5D	cdf	Ramoplanin	RAM_NM	RAM	MIC	CLSI	Agar	0.12	0.5	2021-01-01	2021-01-01	
EUCST	2017	atcc49619	Table 5	spn	Rifampicin	RIF_ED5	RIF	Disk	EUCAST	MHB	26	32	2021-01-01	2021-01-01	
EUCST	2017	atcc49766	Table 6	hin	Rifampicin	RIF_ED5	RIF	Disk	EUCAST	MHB+	21	27	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Rifampin	RIF_ND5	RIF	Disk	CLSI	MH	8	10	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Rifampin	RIF_NM	RIF	MIC	CLSI	MH	4	16	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Rifampin	RIF_NM	RIF	MIC	CLSI	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Rifampin	RIF_ND5	RIF	Disk	CLSI	HTM	22	30	2021-01-01	2021-01-01	
EUCST	2017	atcc29213	Table 3	sau	Rifampicin	RIF_EM	RIF	MIC	EUCAST	MH	0.004	0.01	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5B	hin	Rifampin	RIF_NM	RIF	MIC	CLSI	HTM	0.25	1	2021-01-01	2021-01-01	
EUCST	2017	atcc29213	Table 3	sau	Rifampicin	RIF_ED5	RIF	Disk	EUCAST	MH	30	36	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Rifampin	RIF_NM	RIF	MIC	CLSI	MH	16	64	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Rifampin	RIF_ND5	RIF	Disk	CLSI	MH	26	34	2021-01-01	2021-01-01	
EUCST	2017	atcc49619	Table 5	spn	Rifampicin	RIF_EM	RIF	MIC	EUCAST	MHB	0.015	0.06	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Rifampin	RIF_NM	RIF	MIC	CLSI	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Rifampin	RIF_ND5	RIF	Disk	CLSI	MHB	25	30	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Rifampin	RIF_NM	RIF	MIC	CLSI	MHB	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2017	atcc25285	Table 5D	bfr	Razupenem	RZM_NM	RZM	MIC	CLSI	Agar	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2017	atcc29741	Table 5D	bth	Razupenem	RZM_NM	RZM	MIC	CLSI	Agar	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc700057	Table 5D	cdf	Razupenem	RZM_NM	RZM	MIC	CLSI	Agar	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Razupenem	RZM_ND10	RZM	Disk	CLSI	MH	21	26	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Vet	eco	Razupenem	RZM_ND10	RZM	Disk	CLSI	MH	21	26	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Razupenem	RZM_NM	RZM	MIC	CLSI	MH	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Razupenem	RZM_NM	RZM	MIC	CLSI	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc43055	Table 5D	ele	Razupenem	RZM_NM	RZM	MIC	CLSI	Agar	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Razupenem	RZM_ND10	RZM	Disk	CLSI	HTM	24	30	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Razupenem	RZM_ND10	RZM	Disk	CLSI	MH	24	30	2021-01-01	2021-01-01	
CLSI	2017	atcc49766	Table 5B	hin	Razupenem	RZM_NM	RZM	MIC	CLSI	HTM	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Razupenem	RZM_NM	RZM	MIC	CLSI	MH	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Razupenem	RZM_ND10	RZM	Disk	CLSI	MHB	29	36	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Vet	spn	Razupenem	RZM_ND10	RZM	Disk	CLSI	MH	29	36	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Razupenem	RZM_NM	RZM	MIC	CLSI	MHB	0.008	0.064	2021-01-01	2021-01-01	
CLSI	2017	atcc25285	Table 5D	bfr	Ampicillin/Sulbactam	SAM_NM	SAM	MIC	CLSI	Agar	0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc29741	Table 5D	bth	Ampicillin/Sulbactam	SAM_NM	SAM	MIC	CLSI	Agar	0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc700057	Table 5D	cdf	Ampicillin/Sulbactam	SAM_NM	SAM	MIC	CLSI	Agar	0.5	4	2021-01-01	2021-01-01	
EUCST	2017	atcc25922	Table 1	eco	Ampicillin/Sulbactam	SAM_ED10	SAM	Disk	EUCAST	MH	19	24	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Ampicillin/Sulbactam	SAM_ND10	SAM	Disk	CLSI	MH	19	24	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Ampicillin/Sulbactam	SAM_NM	SAM	MIC	CLSI	MH	2	8	2021-01-01	2021-01-01	
CLSI	2017	atcc35218	Table 4A	eco	Ampicillin/Sulbactam	SAM_ND10	SAM	Disk	CLSI	MH	13	19	2021-01-01	2021-01-01	
CLSI	2017	atcc35218	Table 5A	eco	Ampicillin/Sulbactam	SAM_NM	SAM	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc43055	Table 5D	ele	Ampicillin/Sulbactam	SAM_NM	SAM	MIC	CLSI	Agar	0.25	2	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Ampicillin/Sulbactam	SAM_ND10	SAM	Disk	CLSI	HTM	14	22	2021-01-01	2021-01-01	
EUCST	2017	atcc35218	Table 8	eco	Ampicillin/Sulbactam	SAM_ED10	SAM	Disk	EUCAST	MH	13	19	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5B	hin	Ampicillin/Sulbactam	SAM_NM	SAM	MIC	CLSI	HTM	2	8	2021-01-01	2021-01-01	
EUCST	2017	atcc25922	Table 1	eco	Ampicillin/Sulbactam	SAM_EM	SAM	MIC	EUCAST	MH	1	4	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Ampicillin/Sulbactam	SAM_ND10	SAM	Disk	CLSI	MH	29	37	2021-01-01	2021-01-01	
CLSI	2017	atcc29741	Table 5D	bth	Sulopenem	SLP_NM	SLP	MIC	CLSI	Agar	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc700057	Table 5D	cdf	Sulopenem	SLP_NM	SLP	MIC	CLSI	Agar	1	4	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Sulopenem	SLP_NM	SLP	MIC	CLSI	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Sulopenem	SLP_NM	SLP	MIC	CLSI	MH	2	8	2021-01-01	2021-01-01	
CLSI	2017	atcc43055	Table 5D	ele	Sulopenem	SLP_NM	SLP	MIC	CLSI	Agar	0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc49766	Table 5B	hin	Sulopenem	SLP_NM	SLP	MIC	CLSI	HTM	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Sulopenem	SLP_NM	SLP	MIC	CLSI	MH	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Sulopenem	SLP_NM	SLP	MIC	CLSI	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Sulfamethoxazole	SMX_ND200	SMX	Disk	CLSI	MH	15	23	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Sulfamethoxazole	SMX_NM	SMX	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Sulfamethoxazole	SMX_NM	SMX	MIC	CLSI	MH	32	128	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Sulfamethoxazole	SMX_ND200	SMX	Disk	CLSI	MH	24	34	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Sulfamethoxazole	SMX_NM	SMX	MIC	CLSI	MH	32	128	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Solithromycin	SOL_NM	SOL	MIC	CLSI	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Solithromycin	SOL_ND15	SOL	Disk	CLSI	HTM	16	23	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Solithromycin	SOL_ND15	SOL	Disk	CLSI	MH	22	30	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Solithromycin	SOL_NM	SOL	MIC	CLSI	MHB	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Sulfisoxazole	SOX_ND200	SOX	Disk	CLSI	MH	15	23	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Sulfisoxazole	SOX_NM	SOX	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Sulfisoxazole	SOX_NM	SOX	MIC	CLSI	MH	32	128	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Sulfisoxazole	SOX_ND200	SOX	Disk	CLSI	MH	24	34	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Sulfisoxazole	SOX_NM	SOX	MIC	CLSI	MH	32	128	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Spectinomycin	SPT_ND100	SPT	Disk	CLSI	MH	21	25	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Vet	eco	Spectinomycin	SPT_NM	SPT	MIC	CLSI	MH	8	64	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Vet	efa	Spectinomycin	SPT_NM	SPT	MIC	CLSI	MH	64	256	2021-01-01	2021-01-01	
CLSI	2017	atcc49226	Table 4B	ngo	Spectinomycin	SPT_ND100	SPT	Disk	CLSI	GC	23	29	2021-01-01	2021-01-01	
CLSI	2017	atcc49226	Table 5C	ngo	Spectinomycin	SPT_NM	SPT	MIC	CLSI	GC	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 4A	pae	Spectinomycin	SPT_ND100	SPT	Disk	CLSI	MH	10	14	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Vet	pae	Spectinomycin	SPT_NM	SPT	MIC	CLSI	MH	256	5000	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Vet	sau	Spectinomycin	SPT_ND100	SPT	Disk	CLSI	MH	13	17	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Vet	sau	Spectinomycin	SPT_NM	SPT	MIC	CLSI	MH	64	256	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Sparfloxacin	SPX_ND5	SPX	Disk	CLSI	MH	30	38	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Sparfloxacin	SPX_NM	SPX	MIC	CLSI	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Sparfloxacin	SPX_NM	SPX	MIC	CLSI	MH	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Sparfloxacin	SPX_ND5	SPX	Disk	CLSI	HTM	32	40	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5B	hin	Sparfloxacin	SPX_NM	SPX	MIC	CLSI	HTM	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2017	atcc49226	Table 4B	ngo	Sparfloxacin	SPX_ND5	SPX	Disk	CLSI	GC	43	51	2021-01-01	2021-01-01	
CLSI	2017	atcc49226	Table 5C	ngo	Sparfloxacin	SPX_NM	SPX	MIC	CLSI	GC	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 4A	pae	Sparfloxacin	SPX_ND5	SPX	Disk	CLSI	MH	21	29	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Sparfloxacin	SPX_NM	SPX	MIC	CLSI	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Sparfloxacin	SPX_ND5	SPX	Disk	CLSI	MH	27	33	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Sparfloxacin	SPX_NM	SPX	MIC	CLSI	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Sparfloxacin	SPX_ND5	SPX	Disk	CLSI	MHB	21	27	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Sparfloxacin	SPX_NM	SPX	MIC	CLSI	MHB	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Sulfonamides	SSS_ND200	SSS	Disk	CLSI	MH	15	23	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Sulfonamides	SSS_NM	SSS	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Sulfonamides	SSS_NM	SSS	MIC	CLSI	MH	32	128	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Sulfonamides	SSS_ND200	SSS	Disk	CLSI	MH	24	34	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Sulfonamides	SSS_NM	SSS	MIC	CLSI	MH	32	128	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Streptomycin	STR_ND10	STR	Disk	CLSI	MH	12	20	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Streptomycin	STR_ND10	STR	Disk	CLSI	MH	14	22	2021-01-01	2021-01-01	
CLSI	2017	atcc700057	Table 5D	cdf	Surotomycin	SUR_NM	SUR	MIC	CLSI	Agar	0.12	1	2021-01-01	2021-01-01	
CLSI	2017	atcc43055	Table 5D	ele	Surotomycin	SUR_NM	SUR	MIC	CLSI	Agar	2	8	2021-01-01	2021-01-01	
EUCST	2017	atcc49619	Table 5	spn	Trimethoprim/Sulfamethoxazole	SXT_EM	SXT	MIC	EUCAST	MHB	0.12	1	2021-01-01	2021-01-01	
EUCST	2017	atcc29212	Table 4	efa	Trimethoprim/Sulfamethoxazole	SXT_ED1_2	SXT	Disk	EUCAST	MH	26	34	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Trimethoprim/sulfamethoxazole	SXT_ND1_2	SXT	Disk	CLSI	MH	23	29	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	CLSI	MH	0	0.5	2021-01-01	2021-01-01	
EUCST	2017	atcc49766	Table 6	hin	Trimethoprim/Sulfamethoxazole	SXT_ED1_2	SXT	Disk	EUCAST	MHB+	27	35	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Trimethoprim/sulfamethoxazole	SXT_ND1_2	SXT	Disk	CLSI	MH	20	100	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	CLSI	MH	0	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc33186		efa	Trimethoprim/sulfamethoxazole	SXT_ND1_2	SXT	Disk	CLSI	MH	20	100	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Trimethoprim/sulfamethoxazole	SXT_ND1_2	SXT	Disk	CLSI	HTM	24	32	2021-01-01	2021-01-01	
EUCST	2017	atcc25922	Table 1	eco	Trimethoprim/Sulfamethoxazole	SXT_ED1_2	SXT	Disk	EUCAST	MH	23	29	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5B	hin	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	CLSI	HTM	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
EUCST	2017	atcc49619	Table 5	spn	Trimethoprim/Sulfamethoxazole	SXT_ED1_2	SXT	Disk	EUCAST	MHB	20	26	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Trimethoprim/sulfamethoxazole	SXT_ND1_2	SXT	Disk	CLSI	MH	24	32	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	CLSI	MH	0	0.5	2021-01-01	2021-01-01	
EUCST	2017	atcc29213	Table 3	sau	Trimethoprim/Sulfamethoxazole	SXT_ED1_2	SXT	Disk	EUCAST	MH	26	32	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Trimethoprim/sulfamethoxazole	SXT_ND1_2	SXT	Disk	CLSI	MHB	20	28	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	CLSI	MHB	0.12	1	2021-01-01	2021-01-01	
CLSI	2017	atcc29741	Table 5D	bth	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	CLSI	Agar	0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc700057	Table 5D	cdf	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	CLSI	Agar	16	64	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Ticarcillin/Clavulanic acid	TCC_ND75	TCC	Disk	CLSI	MH	24	30	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	CLSI	MH	4	16	2021-01-01	2021-01-01	
EUCST	2017	atcc25922	Table 1	eco	Ticarcillin-clavulanic acid	TCC_ED75	TCC	Disk	EUCAST	MH	24	30	2021-01-01	2021-01-01	
CLSI	2017	atcc35218	Table 4A	eco	Ticarcillin/Clavulanic acid	TCC_ND75	TCC	Disk	CLSI	MH	21	25	2021-01-01	2021-01-01	
CLSI	2017	atcc35218	Table 5A	eco	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	CLSI	MH	16	64	2021-01-01	2021-01-01	
CLSI	2017	atcc43055	Table 5D	ele	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	CLSI	Agar	16	64	2021-01-01	2021-01-01	
EUCST	2017	atcc27853	Table 2	pae	Ticarcillin-clavulanic acid	TCC_ED75	TCC	Disk	EUCAST	MH	20	28	2021-01-01	2021-01-01	
EUCST	2017	atcc27853	Table 2	pae	Ticarcillin-clavulanic acid	TCC_EM	TCC	MIC	EUCAST	MH	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 4A	pae	Ticarcillin/Clavulanic acid	TCC_ND75	TCC	Disk	CLSI	MH	20	28	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Ticarcillin/Clavulanic acid	TCC_ND75	TCC	Disk	CLSI	MH	29	37	2021-01-01	2021-01-01	
EUCST	2017	atcc25922	Table 1	eco	Ticarcillin-clavulanic acid	TCC_EM	TCC	MIC	EUCAST	MH	4	16	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	CLSI	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc25285	Table 5D	bfr	Tetracycline	TCY_NM	TCY	MIC	CLSI	Agar	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc29741	Table 5D	bth	Tetracycline	TCY_NM	TCY	MIC	CLSI	Agar	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc33560		caj	Tetracycline	TCY_NM	TCY	MIC	CLSI	MHB	0.25	2	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Tetracycline	TCY_ND30	TCY	Disk	CLSI	MH	18	25	2021-01-01	2021-01-01	
EUCST	2017	atcc49766	Table 6	hin	Tetracycline	TCY_ED30	TCY	Disk	EUCAST	MHB+	28	34	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Tetracycline	TCY_NM	TCY	MIC	CLSI	MH	0.5	2	2021-01-01	2021-01-01	
EUCST	2017	atcc49619	Table 5	spn	Tetracycline	TCY_ED30	TCY	Disk	EUCAST	MHB	28	34	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Tetracycline	TCY_NM	TCY	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
EUCST	2017	atcc33560	Table 7	caj	Tetracycline	TCY_ED30	TCY	Disk	EUCAST	MHB	30	38	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Tetracycline	TCY_ND30	TCY	Disk	CLSI	HTM	14	22	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5B	hin	Tetracycline	TCY_NM	TCY	MIC	CLSI	HTM	4	32	2021-01-01	2021-01-01	
CLSI	2017	atcc43504		hpy	Tetracycline	TCY_NM	TCY	MIC	CLSI	MHB	0.12	1	2021-01-01	2021-01-01	
EUCST	2017	atcc29213	Table 3	sau	Tetracycline	TCY_ED30	TCY	Disk	EUCAST	MH	23	31	2021-01-01	2021-01-01	
CLSI	2017	atcc49226	Table 4B	ngo	Tetracycline	TCY_ND30	TCY	Disk	CLSI	GC	30	42	2021-01-01	2021-01-01	
CLSI	2017	atcc49226	Table 5C	ngo	Tetracycline	TCY_NM	TCY	MIC	CLSI	GC	0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Tetracycline	TCY_NM	TCY	MIC	CLSI	MH	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Tetracycline	TCY_ND30	TCY	Disk	CLSI	MH	24	30	2021-01-01	2021-01-01	
EUCST	2017	atcc29213	Table 3	sau	Tetracycline	TCY_EM	TCY	MIC	EUCAST	MH	0.12	1	2021-01-01	2021-01-01	
