WHONET_ORG_CODE	ORGANISM	TAXONOMIC_STATUS	COMMON	ORGANISM_TYPE	ANAEROBE	MORPHOLOGY	SUBKINGDOM_CODE	FAMILY_CODE	GENUS_GROUP	GENUS_CODE	SPECIES_GROUP	SEROVAR_GROUP	MSF_GRP_CLIN	SCT_CODE	SCT_TEXT	DWC_TAXON_ID	DWC_TAXONOMIC_STATUS	GBIF_TAXON_ID	GBIF_DATASET_ID	GBIF_TAXONOMIC_STATUS	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
ppu	Pseudomonas putida	C		-			-		NFR	PS-			NFG-	68608003	Pseudomonas putida	4P3S2	ACCEPTED	3223145	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
psz	Pseudomonas stutzeri	C		-			-		NFR	PS-			NFG-	58024003	Pseudomonas stutzeri	4P3SQ	ACCEPTED	3223170	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
pvd	Pseudomonas viridiflava	C		-			-		NFR	PS-			NFG-	35624005	Pseudomonas viridiflava	4P3TC	ACCEPTED	3223215	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
psy	Psychrobacter sp.	C		-			-		NFR	PSY			OTH	131349009	Psychrobacter species	74GB	ACCEPTED	3223295	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
pim	Psychrobacter immobilis	C		-			-		NFR	PSY			OTH	70465007	Psychrobacter immobilis	4PR3L	ACCEPTED	3223312	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
rah	Rahnella sp.	C		-			-	EBC		RAH			OTH	48569008	Rahnella	76UL	ACCEPTED	3221762	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Rahnella
raq	Rahnella aquatilis	C		-			-	EBC		RAH			OTH	10021006	Rahnella aquatilis	4RAFZ	ACCEPTED	3221763	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Rahnella
ral	Ralstonia sp.	C		-			-		NFR	RAL			OTH	116199006	Ralstonia species	76W3	ACCEPTED	3219897	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
ppi	Ralstonia pickettii	C		-			-		NFR	RAL			OTH	114053008	Ralstonia picketti	4RBAU	ACCEPTED	3219904	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
rac	Ramichloridium sp.	C		f						RAC				66932002	Ramichloridium	76XQ	ACCEPTED	9408155	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramichloridium
ram	Ramularia sp.	C		f						RAM				243544008	Ramularia	76ZV	ACCEPTED	2513169	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia
rao	Raoultella sp.	C		-			-	EBC		RAO			KLER	417468005	Raoultella	7758	ACCEPTED	3221735	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
kpl	Raoultella planticola	C		-			-	EBC		RAO			KLER	416264004	Raoultella planticola	4RJDB	ACCEPTED	3221740	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
kte	Raoultella terrigena	C		-			-	EBC		RAO			KLER	416096003	Raoultella terrigena	4RJDC	ACCEPTED	3221738	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
ren	Renibacterium sp.	C		+			+			REN			OTH	131377000	Renibacterium species	77QJ	ACCEPTED	3224655	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Renibacterium
rhn	Rhinocladiella sp.	C		f						RHN				21690009	Rhinocladiella	78NV	ACCEPTED	9550015	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella
ras	Rhinocladiella aquaspersa	C		f						RHN				45462000	Rhinocladiella aquaspersa	4S86Q	ACCEPTED	5260212	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella
rzo	Rhizobium sp.	C		-			-		NFR	RZO			OTH	415325009	Rhizobium species	78X6	ACCEPTED	3220733	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
atu	Rhizobium radiobacter	C		-			-		NFR	RZO			OTH	415303003	Rhizobium	4SBZS	ACCEPTED	5427485	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
rhi	Rhizomucor sp.	C		f						RHI				85711000	Rhizomucor	78YC	ACCEPTED	2558888	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Zygomycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor
rpu	Rhizomucor pusillus	C		f						RHI				70399006	Rhizomucor pusillus	4SCQP	ACCEPTED	2558898	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Zygomycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor
rhz	Rhizopus sp.	C		f						RHZ				372339001	Rhizopus species	78ZF	ACCEPTED	2558384	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Zygomycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
rar	Rhizopus arrhizus	C		f						RHZ				87002009	Rhizopus arrhizus	4SDFU	ACCEPTED	3386532	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Zygomycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
rst	Rhizopus stolonifer	C		f						RHZ				37060000	Rhizopus stolonifer	4SDHF	ACCEPTED	2558944	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Zygomycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus
rhd	Rhodococcus sp.	C		+			+			RHD			OTH	131350009	Rhodococcus species	794V	ACCEPTED	3224437	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Nocardiaceae	Rhodococcus
req	Rhodococcus equi	C		+			+			RHD			OTH	80771008	Rhodococcus equi	4SF2A	ACCEPTED	5427801	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Nocardiaceae	Rhodococcus
rrh	Rhodococcus rhodochrous	C		+			+			RHD			OTH	54379008	Rhodococcus rhodochrous	4SF36	ACCEPTED	5427812	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Actinobacteria		Actinomycetales	Nocardiaceae	Rhodococcus
rho	Rhodotorula sp.	C		f						RHO				51976007	Rhodotorula	798Y	ACCEPTED	2518125	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
rgl	Rhodotorula glutinis	C		f						RHO				69250004	Rhodotorula glutinis	4SJQY	ACCEPTED	2556470	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
ric	Rickettsia sp.	C		-			-			RIC			OTH	62065006	Rickettsia	79XK	ACCEPTED	3221436	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
rak	Rickettsia akari	C		-			-			RIC			OTH	30769009	Rickettsia akari	4T2D5	ACCEPTED	3221495	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
rco	Rickettsia conorii	C		-			-			RIC			OTH	32691002	Rickettsia conorii	4T2DA	ACCEPTED	3221492	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
rja	Rickettsia japonica	C		-			-			RIC			OTH	114220007	Rickettsia japonica	4T2DG	ACCEPTED	3221484	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
rpw	Rickettsia prowazekii	C		-			-			RIC			OTH	28499009	Rickettsia prowazekii	4T2DM	ACCEPTED	3221493	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
rri	Rickettsia rickettsii	C		-			-			RIC			OTH	18054009	Rickettsia rickettsii	4T2DQ	ACCEPTED	3221486	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
rie	Riemerella sp.	C		-			-			RIE			OTH			79Z8	ACCEPTED	3228757	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella
ran	Riemerella anatipestifer	C		-			-			RIE			OTH			4T2ZE	ACCEPTED	3228758	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella
rik	Rikenella sp.	C		a	X		-			RIK			OTH	131351008	Rikenella species	7A29	ACCEPTED	3228394	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella
rob	Roseburia sp.	C		a	X		+			ROB			OTH	438129001	Genus Roseburia	7AM9	ACCEPTED	3226806	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ros	Roseomonas sp.	C		-			-		NFR	ROS			OTH	131291008	Roseomonas species	7ANG	ACCEPTED	3221509	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
rce	Roseomonas cervicalis	C		-			-		NFR	ROS			OTH	113711006	Roseomonas cervicalis	4TFA8	ACCEPTED	9087915	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
rgi	Roseomonas gilardii	C		-			-		NFR	ROS			OTH	113710007	Roseomonas gilardii	4TFAB	ACCEPTED	9106335	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
rot	Rothia sp.	C		+			+			ROT	COF		BAC+	415355002	Rothia species	7ASB	ACCEPTED	3224616	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Rothia
rde	Rothia dentocariosa	C		+			+			ROT	COF		BAC+	35379007	Rothia dentocariosa	4TGAB	ACCEPTED	5427830	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Rothia
rub	Ruminobacter sp.	C		a	X		-			RUB			OTH	131352001	Ruminobacter species	7B4X	ACCEPTED	3222906	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Ruminobacter
rum	Ruminococcus sp.	C		a	X		+			RUM			OTH	131353006	Ruminococcus species	7B4Y	ACCEPTED	3226759	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
smp	Saccharomonospora sp.	C		+			+			SMP			OTH	103501008	Saccharomonospora	7BFL	ACCEPTED	3224838	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Pseudonocardiaceae	Saccharomonospora
svd	Saccharomonospora viridis	C		+			+			SMP			OTH	103505004	Saccharomonospora viridis	4TWB9	ACCEPTED									
smy	Saccharomyces sp.	C		f						SMY				27069008	Saccharomyces	7BFM	ACCEPTED	2518181	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
sce	Saccharomyces cerevisiae	C		f						SMY				58296003	Saccharomyces cerevisiae	4TWCR	ACCEPTED	2599166	2d59e5db-57ad-41ff-97d6-11f5fb264527	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
sah	Saccharopolyspora sp.	C		+			+			SAH			OTH	131268009	Saccharopolyspora species	7BFS	ACCEPTED	3224816	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Pseudonocardiaceae	Saccharopolyspora
mre	Saccharopolyspora rectivirgula	C		+			+			SAH			OTH	113657000	Saccharopolyspora rectivirgula	4TWKT	ACCEPTED	3224825	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Pseudonocardiaceae	Saccharopolyspora
sal	Salmonella sp.	C	X	-			-	EBC		SAL			OTH	372342007	Salmonella species	7BX2	ACCEPTED	3221815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sbg	Salmonella bongori	C		-			-	EBC		SAL		XTP	NTSS	398393000	Salmonella bongori	4U7C9	ACCEPTED	5427596	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ari	Salmonella enterica ss. arizonae (Subgroup IIIa)	C		-			-	EBC		SAL		XTP	NTSS	397502001	Salmonella enterica subspecies arizonae	5KZFU	ACCEPTED	5427586	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sdi	Salmonella enterica ss. diarizonae (Subgroup IIIb)	C		-			-	EBC		SAL		XTP	NTSS	398428002	Salmonella enterica subspecies diarizonae	5KZFW	ACCEPTED	5427578	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sec	Salmonella enterica ss. enterica (Subgroup I)	C		-			-	EBC		SAL			OTH	398508004	Salmonella enterica subspecies enterica	5KZFX	ACCEPTED	5427589	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sht	Salmonella enterica ss. houtenae (Subgroup IV)	C		-			-	EBC		SAL		XTP	NTSS	398371005	Salmonella enterica subspecies houtenae	5KZFY	ACCEPTED	5427580	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sii	Salmonella enterica ss. indica (Subgoup VI)	C		-			-	EBC		SAL		XTP	NTSS	398620001	Salmonella enterica subspecies indica	5KZFZ	ACCEPTED	5427582	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
ssl	Salmonella enterica ss. salamae (Subgroup II)	C		-			-	EBC		SAL		XTP	NTSS	398488004	Salmonella enterica subspecies salamae	5KZG2	ACCEPTED	5427584	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sbt	Salmonella subterranea	C		-			-	EBC		SAL		XTP	NTSS	417653002	Salmonella subterranea	4U7CF	ACCEPTED	5427595	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella
sar	Sarcina sp.	C		a	X		+			SAR			OTH	131354000	Sarcina species	7CE7	ACCEPTED	8876656	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina
svn	Sarcina ventriculi	C		a	X		+			SAR			OTH	22267009	Sarcina ventriculi	4UGQD	ACCEPTED	3226720	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina
scd	Scedosporium sp.	C		f						SCD				31901009	Scedosporium	7D7Z	ACCEPTED	2564913	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium
sci	Schistosoma sp.	C		w						SCI				372346005	Schistosoma sp.			5967488	80b4b440-eaca-4860-aadf-d0dfdd3e856e	accepted	Animalia	Platyhelminthes	Trematoda	Diplostomida	Schistosomatidae	Schistosoma
shm	Schistosoma haematobium	C		w						SCI				3294004	Schistosoma hematobium			6101583	4cec8fef-f129-4966-89b7-4f8439aba058	accepted	Animalia	Platyhelminthes	Trematoda	Diplostomida	Schistosomatidae	Schistosoma
sja	Schistosoma japonicum	C		w						SCI				413705005	Bradyrhizobium japonicum			10592508	4cec8fef-f129-4966-89b7-4f8439aba058	accepted	Animalia	Platyhelminthes	Trematoda	Diplostomida	Schistosomatidae	Schistosoma
scm	Schistosoma mansoni	C		w						SCI				45739003	Leucocytozoon mansoni			5967489	9ca92552-f23a-41a8-a140-01abaa31c931	accepted	Animalia	Platyhelminthes	Trematoda	Diplostomida	Schistosomatidae	Schistosoma
scb	Scolecobasidium sp.	C		f						SCB				420152006	Scolecobasidium species	7ECX	ACCEPTED	2589570	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Scolecobasidium
scs	Scolecobasidium constrictum	C		f						SCB				14462004	Scolecobasidium	4VRBL	ACCEPTED	2589594	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Scolecobasidium
shu	Scolecobasidium humicola	C		f						SCB				47560005	Scolecobasidium humicola	4VRC8	ACCEPTED	2589578	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Scolecobasidium
sco	Scopulariopsis sp.	C		f						SCO				115998007	Scopulariopsis species	7EKD	ACCEPTED	2562241	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis
scy	Scytalidium sp.	C		f						SCY				418096009	Scytalidium species	7EWM	ACCEPTED	9790924	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium
seb	Sebaldella sp.	C		a	X		-			SEB			OTH	116496008	Sebaldella species	7EZ7	ACCEPTED	3225898	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella
sel	Selenomonas sp.	C		a	X		+			SEL			OTH	116415008	Selenomonas species	7F8T	ACCEPTED	3226232	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
sea	Selenomonas artemidis	C		a	X		+			SEL			OTH	6754006	Selenomonas artemidis	4WDKF	ACCEPTED	3226289	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
sdn	Selenomonas dianae	C		a	X		+			SEL			OTH	86435000	Selenomonas dianae	4WDKH	ACCEPTED	3226290	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
sfl	Selenomonas flueggei	C		a	X		+			SEL			OTH	27333006	Selenomonas flueggei	4WDKJ	ACCEPTED	3226295	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
six	Selenomonas infelix	C		a	X		+			SEL			OTH	43571005	Selenomonas infelix	4WDKK	ACCEPTED	3226297	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
snx	Selenomonas noxia	C		a	X		+			SEL			OTH	70096005	Selenomonas noxia	4WDKN	ACCEPTED	3226291	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
sls	Selenomonas sputigena	C		a	X		+			SEL			OTH	23595003	Selenomonas sputigena	4WDKQ	ACCEPTED	3226296	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
spd	Sepedonium sp.	C		f						SPD				17046009	Sepedonium	7FMA	ACCEPTED	2561951	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Sepedonium
se-	Serratia sp.	C		-			-	EBC		SE-			ECSC	116497004	Serratia species	7FX5	ACCEPTED	3221744	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
sem	Serratia entomophila	C		-			-	EBC		SE-			ECSC	76656001	Serratia entomophila	4WXFX	ACCEPTED	3221761	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
sfi	Serratia ficaria	C		-			-	EBC		SE-			ECSC	802004	Serratia ficaria	4WXFY	ACCEPTED	3221758	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
sfo	Serratia fonticola	C		-			-	EBC		SE-			ECSC	112329006	Serratia fonticola	4WXFZ	ACCEPTED	3221751	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
sgr	Serratia grimesii	C		-			-	EBC		SE-			ECSC	115005002	Serratia grimesii	4WXG3	ACCEPTED	3221760	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
slq	Serratia liquefaciens	C		-			-	EBC		SE-			ECSC	23787004	Serratia liquefaciens	4WXG4	ACCEPTED	3221757	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
sma	Serratia marcescens	C	X	-			-	EBC		SE-			ECSC	33522002	Serratia marcescens	4WXG5	ACCEPTED	3221754	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
sod	Serratia odorifera	C		-			-	EBC		SE-			ECSC	10413007	Serratia odorifera	4WXG8	ACCEPTED	3221753	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
spl	Serratia plymuthica	C		-			-	EBC		SE-			ECSC	28955009	Serratia plymuthica	4WXG9	ACCEPTED	3221747	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
sru	Serratia rubidaea	C		-			-	EBC		SE-			ECSC	55825002	Serratia rubidaea	4WXGC	ACCEPTED	3221746	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
she	Shewanella sp.	C		-			-		NFR	SHE			OTH	115158009	Shewanella	7GDM	ACCEPTED	3222805	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
swl	Shewanella algae	C		a	X		-		NFR	SHE			OTH	113702006	Shewanella algae	4X4HM	ACCEPTED	5908210	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
sbe	Shewanella benthica	C		-			-		NFR	SHE			OTH	113704007	Shewanella benthica	4X4HV	ACCEPTED	3222809	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
shn	Shewanella hanedai	C		-			-		NFR	SHE			OTH	113708005	Shewanella hanedai	4X4JE	ACCEPTED	3222835	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
spf	Shewanella putrefaciens	C		-			-		NFR	SHE			OTH	113700003	Shewanella putrefaciens	4X4JZ	ACCEPTED	3222815	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
shi	Shigella sp.	C		-			-	EBC		SHI			SHIP	116498009	Shigella species	7GDV	ACCEPTED	3221853	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella
shc	Shigella boydii	C	X	-			-	EBC		SHI			SHIP	55462008	Shigella boydii	4X4L4	ACCEPTED	3221855	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella
sha	Shigella dysenteriae	C		-			-	EBC		SHI			SHIP	43612004	Shigella dysenteriae	4X4L5	ACCEPTED	3221856	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella
